Company Name,Ticker,Last Close
"DBV Technologies","DBVT","1.88"
"Dropbox","DBX","23.84"
"Dakota Gold Corp.","DC","3.29"
"Docebo","DCBO","35.54"
"DCC","DCCPF","58.175"
"Tritium DCFC","DCFC","1.24"
"Motion Acquisition","DCGO","9.46"
"Donaldson","DCI","59.34"
"Ducommun","DCO","43.98"
"Dime Community Bancshares","DCOM","18.08"
"DCP Midstream Partners","DCP","41.6"
"Deciphera Pharmaceuticals","DCPH","14.14"
"Delcath Systems","DCTH","7.05"
"DuPont de Nemours","DD","71.04"
"3D Systems","DDD","9.54"
"DoubleDown Interactive","DDI","8.9"
"Dingdong Cayman","DDL","2.62"
"Datadog","DDOG","101.85"
"Dillard's","DDS","320.58"
"Deere & Company","DE","373.69"
"Easterly Government Properties","DEA","14.26"
"Deckers Outdoor","DECK","491.54"
"Douglas Emmett","DEI","12.07"
"Dell Technologies","DELL","46.85"
"","DEM","38.75"
"Denbury","DEN","91.26"
"Denny's","DENN","11.64"
"Diageo","DEO","169.43"
"Journey Medical","DERM","1.59"
"Despegar.com","DESP","6.87"
"Dewey Electronics","DEWY","2.88"
"RestorGenex","DFFN","3.61"
"Dream Finders Homes","DFH","20.85"
"Dairy Farm International","DFIHY","15.615"
"Donnelley Financial Solutions","DFIN","46.13"
"DRAGONFLY EGY","DFLI","2.79"
"Discover Financial Services","DFS","112.33"
"Dollar General","DG","157.11"
"Digihost Technology Inc.","DGHI","1.45"
"Donegal Group","DGICA","15.13"
"Donegal Group","DGICB","13.96"
"Digi International","DGII","36.93"
"Digital Ally Inc./NV","DGLY","4.25"
"Quest Diagnostics","DGX","133.15"
"Definitive Healthcare","DH","10.89"
"Digital Health Acquisition Corp.","DHAC","11.4395"
"Diversified Healthcare Trust","DHC","1.98"
"DHC Acquisition","DHCA","10.2"
"","DHF","2.17"
"D.R. Horton","DHI","115.27"
"Diamond Hill Investment Group","DHIL","173.22"
"Danaher","DHR","234.65"
"DHT","DHT","7.82"
"DHI Group","DHX","3.94"
"","DHY","1.9"
"","DIA","336.17"
"1stdibs.com","DIBS","3.85"
"DICE Therapeutics","DICE","32.41"
"DiDi Global","DIDIY","2.97"
"Daito Trust Construction Co.","DIFTY","25"
"Dorel Industries","DIIBF","3.474"
"DimeCo","DIMC","34.9"
"Dine Brands Global","DIN","61.78"
"HF Sinclair","DINO","43.93"
"Screen Holdings","DINRF","102.5"
"Diodes","DIOD","89.36"
"Disney","DIS","92.16"
"Disruptive Acquisition Corporation I","DISA","10.18"
"DISH Network","DISH","7.54"
"Distoken Acquisition Corporation","DIST","10.28"
"AMCON Distributing","DIT","192"
"D S SMITH","DITHF","3.85"
"Dow Jones Composite Average","DJC.X","11080.7998"
"Daily Journal","DJCO","289.99"
"Delek US Holdings","DK","23.32"
"Data Knights Acquisition","DKDCA","10.93"
"Daikin Industries","DKILY","21.22"
"Delek Logistics Partners","DKL","52.36"
"DraftKings","DKNG","25.98"
"DICK'S Sporting Goods","DKS","134.47"
"Delta Apparel","DLA","10.39"
"Deutsche Lufthansa","DLAKY","9.76"
"Dolby Laboratories","DLB","82.98"
"Datalex","DLEXY","1.68"
"DLH","DLHC","11.31"
"Dynagas LNG Partners","DLNG","2.51"
"DLocal Limited","DLO","9.97"
"Dolphin Digital Media","DLPN","2.21"
"Digital Realty Trust","DLR","105.34"
"Duluth Holdings","DLTH","6.28"
"Dollar Tree","DLTR","131.29"
"Deluxe","DLX","16.78"
"Desktop Metal","DM","2.14"
"DiaMedica Therapeutics","DMAC","2.92"
"Deep Medicine Acquisition Corp.","DMAQ","10.65"
"","DMF","6.29"
"Dorchester Minerals","DMLP","29.73"
"Digimarc","DMRC","32.51"
"DermTech","DMTK","2.51"
"dMY Squared Technology Group, Inc.","DMYY","10.23"
"Soaring Eagle Acquisition","DNA","1.83"
"Social Capital Suvretta Holdings Corp. II","DNAB","10.33"
"DeNA Co","DNACF","14.68"
"Social Capital Suvretta Holdings Corp. IV","DNAD","10.32"
"Dun & Bradstreet","DNB","10.8"
"DNB Bank ASA","DNBBY","17.3"
"Dongfeng Motor Group","DNFGY","23.135"
"","DNIF","10.94"
"DANSKE BANK","DNKEY","10.7599"
"Denali Therapeutics","DNLI","30.58"
"Dunelm Group","DNLMY","13.56"
"Danimer Scientific","DNMR","3.24"
"Denison Mine Corp","DNN","1.18"
"NOW","DNOW","9.74"
"","DNP","10.18"
"Dai Nippon Printing Co.","DNPLY","14.61"
"Krispy Kreme","DNUT","15.48"
"Denso","DNZOY","32.99"
"Diamond Offshore Drilling","DO","11.97"
"Physicians Realty Trust","DOC","14.28"
"DigitalOcean","DOCN","44.68"
"Doximity","DOCS","34.06"
"DocuSign","DOCU","59.15"
"Dole","DOLE","13.67"
"DOMINARI HLDGS","DOMH","2.62"
"Domo","DOMO","14.55"
"BRP","DOOO","76.15"
"Masonite International","DOOR","100.49"
"Dorman Products","DORM","82.17"
"Douglas Elliman Inc.","DOUG","2.67"
"Dover","DOV","139.02"
"Dow","DOW","52.59"
"Amdocs","DOX","93.8"
"DouYu International","DOYU","1.04"
"DP Cap Acquisition Corp I","DPCS","10.43"
"Dundee Precious Metals","DPMLF","7.2"
"Deutsche Post","DPSGY","45.32"
"DecisionPoint Systems ","DPSI","4.45"
"Dominos Pizza UK","DPUKY","6.95"
"Domino's Pizza","DPZ","297.74"
"DAQO New Energy","DQ","38.18"
"Direct Digital","DRCT","3.2"
"DRDGOLD Limited","DRD","12.07"
"DiamondRock Hospitality","DRH","8.49"
"Darden Restaurants","DRI","163.07"
"DarioHealth","DRIO","4.26"
"Dermata Therapeutics","DRMA","1.795"
"DrilQuip","DRQ","24.33"
"DURECT","DRRX","5.53"
"Leonardo DRS, Inc.","DRS","16"
"Alpha Tau Medical","DRTS","4.72"
"Driven Brands Holdings","DRVN","26.58"
"Direct Selling Acquisition Corp.","DSAQ","10.6"
"DISCO CORP","DSCSY","15.47"
"DSV","DSDVY","97.72"
"Daiwa Securities Group","DSEEY","4.79"
"Diversey Holdings","DSEY","8.35"
"Design Therapeutics","DSGN","5.65"
"Distribution Solutions Group","DSGR","51.01"
"The Descartes Systems Group","DSGX","77"
"Daseke","DSKE","6.83"
"","DSM","5.64"
"Viant Technology","DSP","4.4"
"DiaSorin","DSRLF","104.5"
"","DSU","9.52"
"Deswell Industries","DSWL","2.68"
"Diana Shipping","DSX","4.05"
"Dynatrace","DT","52.66"
"Solo Brands","DTC","4.8"
"DOMETIC GP","DTCGF","5.94"
"DTE Energy","DTE","109.59"
"Deutsche Telekom","DTEGY","20.58"
"","DTF","10.84"
"DT Midstream","DTM","47.81"
"Data Storage","DTST","1.93"
"DATATEC","DTTLY","3.98"
"DUET Acquisition Corp.","DUET","10.55"
"Dufry","DUFRY","4.38"
"Duke Energy","DUK","89.75"
"Dune Acquisition","DUNE","9.98"
"Duolingo","DUOL","167.05"
"Duos Technologies Group, Inc.","DUOT","5.44"
"DoubleVerify","DV","36.12"
"DaVita","DVA","99.28"
"Dynavax Technologies","DVAX","11.67"
"Campari Group","DVDCF","13.05"
"DVL","DVLN","3700"
"Devon Energy","DVN","48.95"
"","DVY","112.26"
"Digital World Acquisition Corp.","DWAC","12.9"
"Daiwa House Industry Co.","DWAHY","26.97"
"Deutsche Wohnen","DWHHF","21.111"
"","DWM","50.1"
"Dawson Geophysical","DWSN","1.88"
"Derwent London","DWVYF","32.8"
"Dynex Capital","DX","11.87"
"DXC Technology","DXC","25.67"
"DexCom","DXCM","125.38"
"Destination XL Group","DXLG","4.71"
"DXP Enterprises","DXPE","33.81"
"Daxor","DXR","9.57"
"The Dixie Group","DXYN","1.27"
"Dycom Industries","DY","107.88"
"Dyadic International","DYAI","2.17"
"Dyne Therapeutics","DYN","14.21"
"DynTek","DYNE","11"
"Dynasil Corp. of America","DYSL","2.43"
"DZS","DZSI","3.55"
"Eni","E","27.99"
"Electronic Arts","EA","127.14"
"Edify Acquisition","EAC","10.46"
"EACO","EACO","35"
"Airbus Group","EADSY","34.285"
"GrafTech International","EAF","4.7"
"Eargo","EAR","5.31"
"Ellington Residential Mortgage REIT","EARN","7.1"
"Eastside Distilling","EAST","3.16"
"Brinker International","EAT","38.82"
"Ealixir","EAXR","3.45"
"Eventbrite","EB","8.07"
"eBay","EBAY","45.18"
"Eastern Bankshares","EBC","12.42"
"Ennis","EBF","21.01"
"Ebix","EBIX","20.51"
"Erste Group Bank","EBKDY","17.0708"
"Eagle Bancorp Montana","EBMT","13.18"
"Ebang International","EBON","6.57"
"Centrais Eltricas Brasileiras","EBR","7.71"
"Eletrobras","EBR.B","8.73"
"Emergent Biosolutions","EBS","8.01"
"Enterprise Bancorp","EBTC","30"
"Ecopetrol","EC","10.08"
"ECB Bancorp, Inc.","ECBK","13.13"
"","ECC","10.55"
"","ECF","8.22"
"","ECH","30.13"
"Electricite de France","ECIFY","2.55"
"Ecolab","ECL","173.18"
"electroCore","ECOR","4.55"
"Encore Capital Group","ECPG","47.56"
"ECA Marcellus Trust I","ECTM","1.1325"
"Ecovyst Inc.","ECVT","10.79"
"ECARX Holdings, Inc.","ECX","8.73"
"Consolidated Edison","ED","92.41"
"EDAP TMS","EDAP","9.71"
"Edible Garden","EDBL","1.55"
"Editas Medicine","EDIT","10.25"
"Empresa Distribuidora Y Comercializadora Norte S.A","EDN","12.01"
"EDENRED","EDNMY","32.65"
"Energias de Portugal","EDPFY","50.02"
"Endeavor Group","EDR","22.44"
"EuroDry","EDRY","14.3"
"Skillful Craftsman Education Technology Limited","EDTK","1.58"
"EdtechX Holdings Acquisition II","EDTX","10.73"
"New Oriental Education & Technology Group","EDU","41.91"
"Educational Development","EDUC","1.13"
"Excelerate Energy","EE","20.26"
"","EEA","8.456"
"Euronet Worldwide","EEFT","113.66"
"EpicQuest Education Group International Limited","EEIQ","2.035"
"","EEM","39.88"
"Emerald Holding","EEX","3.85"
"","EFA","72.83"
"Eagle Financial Bancorp","EFBI","17.0761"
"Ellington Financial","EFC","13"
"EF Hutton Acquisition Corporation I","EFHT","10.32"
"Enterprise Financial Services","EFSC","43.2"
"Eagle Financial Services","EFSI","31.1"
"eFFECTOR Therapeutics, Inc.","EFTR","1.39"
"Equifax","EFX","219.55"
"Enerflex Ltd.","EFXT","6.04"
"eGain","EGAN","7.44"
"Eagle Bancorp","EGBN","22.7"
"EG Acquisition","EGGF","10.31"
"8x8","EGHT","3.89"
"ENGIE BRASL EGA","EGIEY","8.91"
"Eagle Bulk Shipping","EGLE","42.51"
"Eldorado Gold","EGO","9.84"
"EastGroup Properties","EGP","167.85"
"Eagle Pharmaceuticals","EGRX","18.3"
"Vaalco Energy","EGY","4.13"
"Ehang Holdings","EH","10.99"
"Enhabit, Inc.","EHAB","13.63"
"Encompass Health","EHC","63.09"
"eHealth","EHTH","9.51"
"Employers Holdings","EIG","38.89"
"Eiger BioPharmaceuticals","EIGR","1.04"
"Edison International","EIX","66.71"
"easyjet","EJTTF","6"
"Ekso Bionics","EKSO","1.38"
"Elekta","EKTAY","7.6"
"The Estee Lauder Companies","EL","184.13"
"Envela","ELA","7.59"
"Elamex","ELAMF","2"
"Elanco Animal Health","ELAN","9.2"
"Electra Battery Materials Corporation","ELBM","1.21"
"Elcom International","ELCO","10"
"Eledon Pharmaceuticals","ELDN","1.93"
"Elevation Oncology","ELEV","2.9"
"e.l.f. Beauty","ELF","106.99"
"Ellomay Capital","ELLO","16.61"
"Electromed","ELMD","12.0964"
"ELME COMMUNTIES","ELME","15.79"
"ELEMENTIS","ELMTY","5.36"
"Senesco Technologies","ELOX","6.92"
"Companhia Paranaense de Energia COPEL","ELP","7.46"
"Elron Electronic Industries","ELRNF","1.2"
"Equity Lifestyle Properties","ELS","64.87"
"ElectroSensors","ELSE","4.3001"
"Eltek","ELTK","10.4"
"Elicio Therapeutics, Inc.","ELTX","13.79"
"Electrolux","ELUXY","26.93"
"Elevance Health, Inc.","ELV","464.6"
"Enliven Therapeutics, Inc.","ELVN","22.98"
"Eliem Therapeutics","ELYM","2.96"
"eMagin","EMAN","2"
"","EMB","85.29"
"Embecta Corp.","EMBC","27.155"
"Embark Technology","EMBK","2.79"
"Embrace Change Acquisition Corp.","EMCG","10.53"
"EMCOR Group","EME","174.65"
"","EMF","11.73"
"Elbit Imaging","EMITF","1.25"
"The Eastern Company","EML","16.49"
"FTAC Emerald Acquisition Corp.","EMLD","10.325"
"Eastman Chemical","EMN","82.47"
"Emerson Electric Co.","EMR","82.54"
"EMX Royalty","EMX","1.86"
"Enbridge","ENB","37.68"
"Energem Corp.","ENCP","10.775"
"Accretion Acquisition Corp.","ENER","10.35"
"Enfusion","ENFN","8.26"
"Enagas","ENGGY","9.8585"
"GDF Suez","ENGIY","15.05"
"Enersis Chile","ENIC","3.05"
"Enel","ENLAY","6.42"
"EnLink Midstream","ENLC","10.38"
"Enlight Renewable Energy Ltd.","ENLT","19.02"
"Enlivex Therapeutics","ENLV","2.59"
"Enovis","ENOV","55.43"
"Enphase Energy","ENPH","182.61"
"Energizer","ENR","33.03"
"Enersys","ENS","103.8"
"Ensysce Biosciences","ENSC","2.33"
"The Ensign Group","ENSG","93.38"
"Enanta Pharmaceuticals","ENTA","25.86"
"Enterprise 4.0 Technology Acquisition Corp.","ENTF","10.62"
"Entegris","ENTG","107.33"
"Envestnet","ENV","53.08"
"Enova International","ENVA","50.74"
"Enveric Biosciences","ENVB","4.63"
"Enovix Corporation","ENVX","13.72"
"Enzo Biochem","ENZ","2.21"
"Elliott Opportunity II","EOCW","10.34"
"EOG Resources","EOG","112.81"
"Evolus","EOLS","8.74"
"E.ON","EONGY","12"
"Eos Energy Enterprises","EOSE","2.59"
"Enerpac Tool Group","EPAC","27.21"
"EPAM Systems","EPAM","208.77"
"Edgewell Personal Care","EPC","41.81"
"Enterprise Products Partners","EPD","25.99"
"ESSA Pharma","EPIX","3.025"
"Evolution Petroleum","EPM","8.19"
"Epiroc Aktiebolag","EPOKY","18.45"
"Sunrise New Energy Co., Ltd.","EPOW","2.5"
"","EPP","42.91"
"EPR Properties","EPR","43.75"
"Essential Properties Realty Trust","EPRT","24.84"
"Epsilon Energy","EPSN","4.95"
"Equity Bancshares","EQBK","24.36"
"Equity Commonwealth","EQC","20.61"
"Equitable Financial","EQFN","11.35"
"Equitable Holdings","EQH","26.04"
"Equinix","EQIX","742.23"
"Equinor","EQNR","26.94"
"Equity Residential","EQR","63.93"
"EQRx","EQRX","1.9"
"","EQS","1.57"
"EQT","EQT","37.36"
"Equinox Gold","EQX","4.92"
"Erasca","ERAS","3.03"
"East Resources Acquisition Company","ERES","10.32"
"Enerplus","ERF","14.65"
"EUROFINS SCIENT","ERFSF","65.69"
"Ericsson","ERIC","5.13"
"Erie Indemnity","ERIE","215.03"
"Energy Recovery","ERII","26.42"
"EmbraerEmpresa Brasileira de Aeronautica","ERJ","15.89"
"ETERNA THERAP","ERNA","2.06"
"Ero Copper","ERO","17.46"
"Eversource Energy","ES","70"
"ESAB Corporation","ESAB","62.97"
"ESGEN Acquisition","ESAC","10.95"
"Escalade","ESCA","12.59"
"ESCO Technologies","ESE","95.16"
"Euroseas","ESEA","21.78"
"Enstar Group Limited","ESGR","254.5"
"Element Solutions","ESI","19.01"
"EssilorLuxottica","ESLOY","89.72"
"Elbit Systems","ESLT","199.68"
"EngageSmart","ESMT","19.45"
"Essent Group","ESNT","46.32"
"Espey Mfg. & Electronics","ESP","16.9"
"Esperion Therapeutics","ESPR","1.37"
"Esquire Financial","ESQ","43"
"Empire State Realty Trust","ESRT","6.56"
"Essex Property Trust","ESS","225.68"
"ESSA Bancorp","ESSA","15.69"
"Establishment Labs","ESTA","66.72"
"Elastic","ESTC","71.44"
"Earthstone Energy","ESTE","12.82"
"Energy Transfer","ET","12.91"
"Ethan Allen Interiors Inc.","ETD","27.18"
"Eaton","ETN","183.42"
"89BIO","ETNB","20.45"
"Eton Pharmaceuticals","ETON","3.84"
"Entergy","ETR","98.97"
"Equitrans Midstream","ETRN","9.65"
"Etsy","ETSY","90.05"
"E2open","ETWO","5.39"
"enCore Energy Corp.","EU","2.57"
"EUDA Health Holdings Limited","EUDA","1.58"
"Euronav","EURN","15.99"
"Eutelsat Communications","EUTLF","6.53"
"Enviva","EVA","10.16"
"Evaxion Biotecch","EVAX","1.41"
"Everbridge","EVBG","25.97"
"Evans Bancorp","EVBN","24.76"
"Entravision Communications","EVC","4.62"
"EverCommerce","EVCM","12.29"
"EVe Mobility Acquisition Corp.","EVE","10.53"
"EverQuote","EVER","9.25"
"Eve","EVEX","7.75"
"EVgo","EVGO","4.17"
"Evergreen Corporation","EVGR","10.68"
"Evolent Health","EVH","31.85"
"EnviroStarm","EVI","22.64"
"Evolv Technologies","EVLV","6.07"
"","EVN","10"
"Evotec","EVO","11.6983"
"Evoke Pharma","EVOK","1.5"
"Evercore","EVR","114.24"
"Evercel","EVRC","1"
"Evergy","EVRG","58.6"
"Everi","EVRI","15.48"
"Evertec","EVTC","36.17"
"Vertical Aerospace","EVTL","1.94"
"ADOMANI","EVTV","2.1"
"Edwards Lifesciences","EW","85.18"
"","EWA","22.7"
"East West Bancorp","EWBC","53.87"
"European Wax Center","EWCZ","17.48"
"","EWD","35.02"
"","EWG","28.51"
"","EWH","19.89"
"","EWI","30.76"
"","EWJ","63.04"
"","EWL","47.18"
"","EWM","20.53"
"","EWP","27.86"
"","EWQ","37.56"
"","EWS","19.21"
"Edgewise Therapeutics","EWTX","10.02"
"","EWU","32.66"
"","EWY","65.7"
"","EWZ","31.35"
"Exscientia","EXAI","8.3"
"Exact Sciences","EXAS","85.22"
"Exelon","EXC","39.75"
"Exelixis","EXEL","19.52"
"Expensify","EXFY","7.39"
"Endeavour Silver","EXK","3.18"
"EXL Service","EXLS","153.74"
"Eagle Materials","EXP","166.41"
"Expeditors International of Washington","EXPD","115.14"
"Expedia Group","EXPE","111.99"
"Experian","EXPGY","36.59"
"eXp World Holdings","EXPI","16.43"
"Exponent","EXPO","95.41"
"Extra Space Storage","EXR","143.32"
"Extreme Networks","EXTR","21.92"
"National Vision","EYE","26.18"
"Eyenovia","EYEN","2.85"
"EyePoint Pharmaceuticals","EYPT","6.49"
"","EZA","39.4"
"EzFill Holdings","EZFL","2.17"
"EZGO Technologies","EZGO","1.65"
"EZCORP","EZPW","8.53"
"","EZU","44.95"
"Ford Motor","F","12.93"
"First Advantage Corporation","FA","14.25"
"First Acceptance","FACO","1.23"
"Freedom Acquisition I","FACT","10.52"
"First American Financial","FAF","56.75"
"FalconStor Software","FALC","1.35"
"Flamemaster","FAME","11"
"Diamondback Energy","FANG","130.96"
"Fanhua","FANH","7.68"
"Fanuc","FANUY","18.45"
"Farmer Brothers","FARM","1.93"
"FARO Technologies","FARO","15.43"
"","FAS","60.44"
"Fastenal","FAST","53.96"
"FAT Brands","FAT","7.11"
"FAT Brands","FATBB","6.13"
"Fate Therapeutics","FATE","5.52"
"Fat Projects Acquisition Corp.","FATP","10.78"
"","FAX","2.71"
"","FAZ","20.33"
"First National Bank Alaska","FBAK","196"
"Fortune Brands Innovations, Inc.","FBIN","65.26"
"First Business Financial Services","FBIZ","29.29"
"FB Financial","FBK","29.74"
"The First Bancshares","FBMS","27.55"
"First Bancorp","FBNC","33.2"
"First BanCorp.","FBP","12.58"
"First Bancorp of Indiana","FBPI","16.44"
"Franklin BSP Realty Trust","FBRT","13.95"
"Forte Biosciences","FBRX","1"
"First Bancshares","FBSI","20.65"
"Franklin Covey","FC","37"
"First Capital","FCAP","25.86"
"First Community Bancshares","FCBC","29.94"
"First Community","FCCO","17.56"
"FuelCell Energy","FCEL","2.38"
"First Commonwealth Financial","FCF","13.91"
"FirstCash ","FCFS","98.9"
"FTI Consulting","FCN","186"
"First Citizens BancShares","FCNCA","1288.71"
"","FCO","5.37"
"1st Colonial Bancorp","FCOB","10.5"
"Four Corners Property Trust","FCPT","26.13"
"Focus Universal","FCUV","1.5"
"FreeportMcMoRan","FCX","37.74"
"Fidelity D&D Bancorp","FDBC","39.47"
"Fidelity Federal Bancorp","FDLB","95"
"4D Molecular Therapeutics","FDMT","19.22"
"","FDN","161.14"
"Fresh Del Monte Produce","FDP","26.47"
"FactSet Research Systems","FDS","397.6"
"Fidus Investment","FDUS","19.64"
"Freedom Financial","FDVA","10.36"
"FedEx","FDX","219.5"
"FirstEnergy","FE","37.79"
"5E Advanced Materials","FEAM","3.74"
"Four Seasons Education Cayman","FEDU","8.365"
"Frequency Electronics","FEIM","6.55"
"Franklin Electric Co.","FELE","96.36"
"Adherex Technologies","FENC","8.58"
"Phoenix New Media Limited","FENG","2.27"
"Ferguson plc","FERG","147.14"
"Forum Energy Technologies","FET","25.22"
"Fentura Financial","FETM","19"
"FutureFuel","FF","8.73"
"First Financial Ban","FFBC","21.35"
"FFBW","FFBW","10.9"
"FFD Financial","FFDF","32.75"
"Flushing Financial","FFIC","13.63"
"First Financial Bankshares","FFIN","29.01"
"F5","FFIV","145.2"
"First Financial Northwest","FFNW","10.45"
"FFW","FFWC","42"
"First Foundation","FFWM","4.88"
"Fairfax India","FFXDF","13.2985"
"F&G Annuities & Life, Inc.","FG","21.2"
"First Guaranty Bancshares","FGBI","12.65"
"FibroGen","FGEN","18.71"
"Flight Centre","FGETF","11.75"
"FG Financial Group Inc.","FGF","1.81"
"FG GROUP HLDGS","FGH","1.85"
"FGI Industries","FGI","1.77"
"FG Merger Corp.","FGMC","10.55"
"Firstgroup","FGROY","1.4"
"First Hawaiian","FHB","18.7"
"Federated Hermes","FHI","36.86"
"Friendly Hills Bank","FHLB","6.95"
"Future Health ESG Corp.","FHLT","10.2"
"First Horizon","FHN","11.44"
"Foghorn Therapeutics","FHTX","7.41"
"Focus Impact Acquisition Corp.","FIAC","10.51"
"First Interstate BancSystem","FIBK","24.67"
"Fair Isaac","FICO","789.99"
"Frontier Investment","FICV","10.32"
"FIGS","FIGS","8.46"
"Finmeccanica SpA","FINMY","5.41"
"First National of Nebraska","FINN","13500"
"PPDAI Group","FINV","4.33"
"FinWise Bancorp","FINW","8.4"
"FTAI Infrastructure Inc.","FIP","3.67"
"Fidelity National Information Services","FIS","54.98"
"1st Capital Bancorp","FISB","8.5"
"Financial Institutions","FISI","17"
"Fiserv","FISV","114.23"
"Fifth Third Bancorp","FITB","26.78"
"Five Below","FIVE","192.11"
"Five9","FIVN","72.74"
"Comfort Systems USA","FIX","158.84"
"Homology Medicines","FIXX","1.04"
"National Beverage","FIZZ","48"
"Fujitsu","FJTSY","27.785"
"Franklin Wireless","FKWL","3.75"
"First Keystone","FKYS","18.48"
"Foot Locker","FL","25.18"
"First Light Acquisition Group, Inc.","FLAG","10.41"
"Flex","FLEX","26.23"
"Federal Life Group","FLFG","10.5"
"Feutune Light Acquisition Corporation","FLFV","10.5001"
"Fulgent Genetics","FLGT","39.75"
"The First of Long Island","FLIC","11.59"
"Full House Resorts","FLL","7.2"
"Flame Acquisition","FLME","10.18"
"Fluence Energy","FLNC","26.87"
"Flex LNG","FLNG","30.42"
"Flowers Foods","FLO","24.94"
"Fluor","FLR","30.25"
"Essentra","FLRAF","2.25"
"Flowserve","FLS","35.19"
"FleetCor Technologies","FLT","238.24"
"Flux Power","FLUX","3.73"
"1-800-FLOWERS.COM","FLWS","8.33"
"Flexsteel Industries","FLXS","18.35"
"Flywire Corporation","FLYW","31.1"
"Farmers & Merchants Bancorp","FMAO","23.93"
"First MidIllinois Bancshares","FMBH","25.35"
"Farmers & Merchants Bank of Long Beach","FMBL","5405"
"F & M Bank","FMBM","19.99"
"FMC","FMC","110.21"
"Farmers & Merchants Bancorp","FMCB","984.16"
"Forum Merger IV Corporation","FMIV","10.28"
"Farmers National Banc","FMNB","12.51"
"Fresenius Medical Care AG & Co.","FMS","22.27"
"Fomento Economico Mexicano","FMX","103.56"
"Fabrinet","FN","109.94"
"Paragon 28, Inc.","FNA","18.83"
"F.N.B.","FNB","11.8"
"FNCB Bancorp","FNCB","5.99"
"Floor & Decor","FND","92.98"
"Fidelity National Financial","FNF","35.5"
"First Niles Financial","FNFI","9.45"
"FingerMotion","FNGR","1.4"
"Funko","FNKO","12.46"
"First Bancorp","FNLC","25.77"
"Fresnillo","FNLPF","8.37"
"First Northern Community Bancorp","FNRN","7"
"FrancoNevada","FNV","147.87"
"Finnovate Acquisition Corp.","FNVT","10.55"
"First Northwest Bancorp","FNWB","11.85"
"Finward Bancorp","FNWD","20.65"
"Finance of America Companies","FOA","1.75"
"Focus Financial Partners","FOCS","52.24"
"Amicus Therapeutics","FOLD","12.51"
"Fonar","FONR","17.03"
"Forestar Group","FOR","21.14"
"Forian","FORA","2.55"
"Forward Industries","FORD","1.03"
"ForgeRock","FORG","19.75"
"Four Leaf Acquisition Corporation","FORL","10.4"
"FormFactor","FORM","31.15"
"Forrester Research","FORR","29.65"
"Formula Systems 1985","FORTY","68.0357"
"Fossil Group","FOSL","2.35"
"Shift4 Payments","FOUR","67.11"
"Fox","FOX","30.45"
"Fox","FOXA","32.54"
"Fox Factory Holdings","FOXF","94.34"
"First Pacific Co.","FPAFY","1.9"
"FlexShopper","FPAY","1.155"
"First Physicians Capital Group","FPCG","1025"
"Five Point","FPH","2.34"
"Farmland Partners","FPI","11.99"
"5N Plus","FPLSF","2.45"
"First Quantum Minerals","FQVLF","22.18"
"First Industrial Realty Trust","FR","53.2"
"Franklin Financial Services","FRAF","26.4"
"First Bank","FRBA","10.85"
"Republic First Bancorp","FRBK","1.19"
"Forbion European Acquisition Corp.","FRBN","10.65"
"Friedman Industries","FRD","9.6801"
"Whole Earth Brands","FREE","2.98"
"Fresh2 Group Limited Sponsored ADR","FRES","4.29"
"FREYR Battery","FREY","7.67"
"Fairfax Financial","FRFHF","738.74"
"Franchise Group","FRG","29.46"
"Forge Global","FRGE","1.8"
"Fiesta Restaurant Group","FRGI","8.04"
"Freight Technologies, Inc.","FRGT","1.14"
"Freedom Holding","FRHC","82.7"
"Fortune Rise Acquisition Corporation","FRLA","10.78"
"Freeline Therapeutics","FRLN","2.53"
"First Merchants","FRME","29"
"FRONTLINE PLC","FRO","13.85"
"JFrog","FROG","25.82"
"FRP","FRPH","59.12"
"Freshpet","FRPT","64.33"
"Ferrovial","FRRVY","31.174"
"First Resource Bancorp","FRSB","10.86"
"Freshwork","FRSH","16.13"
"Primis Financial","FRST","7.89"
"Foresight Autonomous","FRSX","2.33"
"Federal Realty Investment Trust","FRT","93.18"
"Freenet","FRTAF","25"
"Forza X1, Inc.","FRZA","2.87"
"Five Star Bancorp","FSBC","21.64"
"FS Bancorp","FSBW","30.2"
"FS Credit Opportunities Corp.","FSCO","4.65"
"Federal Screw Works","FSCR","6.4"
"First Seacoast Bancorp Inc.","FSEA","7.99"
"First Savings Financial Group","FSFG","13.4333"
"Flexible Solutions International","FSI","2.93"
"FS KKR Capital Corp.","FSK","19.89"
"First Solar","FSLR","196.82"
"Fastly","FSLY","16.69"
"Fortuna Silver Mines","FSM","3.55"
"Fusion Acquisition Corp. II","FSNB","10.35"
"Fresenius SE & Co.","FSNUY","6.95"
"Franklin Street Properties","FSP","1.45"
"Fisker","FSR","5.84"
"First Reliance Bancshares","FSRL","6.84"
"FinServ Acquisition Corp. II","FSRX","10.16"
"Federal Signal","FSS","57.74"
"L.B. Foster","FSTR","13.87"
"Fortescue Metals Group","FSUGY","27.38"
"FirstService","FSV","146.71"
"First Sound Bank","FSWA","3.72"
"","FT","6.77"
"FTAI Aviation Ltd.","FTAI","28.85"
"Farfetch Limited","FTCH","5.53"
"FTC Solar","FTCI","2.74"
"FirsTime Design","FTDL","1.02"
"Frontdoor","FTDR","32.19"
"Fuel Tech","FTEK","1.37"
"Future FinTech Group","FTFT","1.335"
"Fathom","FTHM","6.5"
"TechnipFMC","FTI","14.26"
