Company Name,Ticker,Last Close
"Innovative International Acquisition Corp.","IOAC","10.99"
"IO Biotech, Inc.","IOBT","2"
"Assure","IONM","1.04"
"IonQ","IONQ","9.81"
"Ionis Pharmaceuticals","IONS","43.33"
"Income Opportunity Realty Investors","IOR","11"
"Innospec","IOSP","99.19"
"Samsara Inc.","IOT","28.09"
"Iovance Biotherapeutics","IOVA","8.18"
"International Paper","IP","30.83"
"ImmunoPrecise Antibodies","IPA","2.97"
"Inter Parfums","IPAR","135.14"
"Professional Diversity Network","IPDN","4.3"
"The Interpublic Group of Companies","IPG","38.5"
"IPG Photonics","IPGP","110.29"
"Innate Pharma","IPHA","3.04"
"Innate Pharma","IPHYF","3.1"
"Intrepid Potash","IPI","20.93"
"INPLAY OIL CP","IPOOF","1.9001"
"Century Therapeutics","IPSC","3.2"
"IPSEN","IPSEY","29.72"
"InterPrivate III Financial Partners","IPVF","10.5"
"Ideal Power","IPWR","10.82"
"IperionX Limited Sponsored ADR","IPX","6.2499"
"Inpex","IPXHY","11.47"
"iQIYI","IQ","4.75"
"","IQI","9.42"
"IQVIA","IQV","205.48"
"Ingersoll Rand","IR","61.49"
"IRIS ACQ CORP","IRAA","10.11"
"iRobot","IRBT","38.1"
"Iridium Communications","IRDM","63.85"
"Iris Energy","IREN","3.42"
"IRIDEX","IRIX","2.15"
"Iron Mountain","IRM","55.72"
"iRadimed","IRMD","47.07"
"Disc Medicine, Inc.","IRON","39.17"
"IF Bancorp","IROQ","13.9"
"Integrated Rail and Resources Acquisition Corp.","IRRX","10.695"
"IRSA Inversiones Y Representaciones","IRS","6.75"
"Independence Realty Trust","IRT","18.47"
"iRhythm Technologies","IRTC","102.98"
"Ironwood Pharmaceuticals","IRWD","11.27"
"Isabella Bank","ISBA","20.5001"
"Issuer Direct","ISDR","19.1"
"IVERIC bio","ISEE","38.9"
"Insignia Systems","ISIG","7.7"
"Indra Sistemas","ISMAY","5.63"
"Intesa Sanpaolo","ISNPY","14.73"
"iSpecimen","ISPC","1.48"
"Ispire Technology Inc.","ISPR","8.25"
"Intuitive Surgical","ISRG","315.72"
"Israel Acquisitions Corp.","ISRL","10.33"
"Innovative Solutions and Support","ISSC","6.82"
"Investar Holding Corp.","ISTR","12.24"
"Isuzu Motors","ISUZY","12.348"
"Gartner","IT","339.38"
"Industrial Tech Acquisitions II","ITAQ","10.43"
"IntraCellular Therapies","ITCI","65.41"
"Banco Itau Chile Sponsored ADR","ITCL","3.47"
"Itex","ITEXD","4"
"Integer Holdings","ITGR","83.27"
"Iteris","ITI","4.7"
"Investors Title Company","ITIC","136.98"
"Itochu","ITOCY","75.42"
"iTeos Therapeutics","ITOS","15.24"
"Integra Resources","ITRG","1"
"Itron","ITRI","70.67"
"Iterum Therapeutics","ITRM","1.1757"
"Ituran Location and Control","ITRN","24.57"
"ITT","ITT","83.72"
"Itau Unibanco","ITUB","5.51"
"ITV","ITVPY","8.82"
"Illinois Tool Works","ITW","228.98"
"Inventiva","IVA","3.83"
"Intevac","IVAC","4.29"
"Investcorp India Acquisition Corp.","IVCA","10.68"
"Investcorp Europe Acquisition I","IVCB","10.62"
"Swiftmerge Acquisition Corp.","IVCP","10.37"
"Iveda Solutions","IVDA","1.18"
"Invesco Mortgage Capital","IVR","10.72"
"InvenTrust Properties","IVT","23.41"
"","IVV","429.96"
"Invivyd, Inc.","IVVD","1.41"
"Invesco","IVZ","15.79"
"","IWD","153.01"
"","IWF","264.45"
"","IWM","184.31"
"","IWN","139.67"
"","IWO","236.97"
"","IWP","92.81"
"","IWR","70.15"
"","IWS","105.68"
"Orix Corp Ads","IX","89.48"
"IX Acquisition Corp.","IXAQ","10.47"
"Incannex Healthcare Limited Sponsored ADR","IXHL","1.935"
"","IYE","42.15"
"","IYR","84.28"
"","IYW","104.74"
"ICZOOM Group Inc.","IZM","3.93"
"JACOBS SOLUTNS","J","116.37"
"Jack In The Box","JACK","87.79"
"Jaguar Mining","JAGGF","1.66"
"JAKKS Pacific","JAKK","22.64"
"Jamf","JAMF","19.28"
"JanOne","JAN","1.19"
"Janel World Trade","JANL","38"
"Janux Therapeutics","JANX","13.75"
"JAPAN TOB","JAPAY","11.24"
"Japan Airlines","JAPSY","9.78"
"Jupiter Acquisition Corporation","JAQC","10.21"
"Jazz Pharmaceuticals","JAZZ","128.91"
"JBG SMITH Properties","JBGS","15.08"
"J.B. Hunt Transport Services","JBHT","171.55"
"Janus International Group","JBI","9.63"
"Jabil","JBL","92.83"
"JetBlue Airways","JBLU","7.4"
"JBS","JBSAY","7.175"
"John B. Sanfilippo & Son","JBSS","120.36"
"John Bean Technologies","JBT","116.13"
"JC Decaux","JCDXF","20.91"
"Johnson Controls International","JCI","62.55"
"JewettCameron","JCTCF","4.68"
"JD.com","JD","37.75"
"J D Wetherspoon","JDWPY","45.25"
"Jefferies Financial Group","JEF","31.49"
"Jeld-Wen","JELD","15.2"
"","JEQ","6.02"
"Jiangsu Expressway Co.","JEXYY","19.65"
"Jeffersonville Bancorp","JFBC","18.43"
"Jfe Holdings","JFEEF","12.5535"
"Jupiter Fund Management PLC","JFHHF","1.3301"
"Jiayin Group","JFIN","6.98"
"9F","JFU","4.82"
"Jefferson Security Bank","JFWV","71"
"Jaguar Global Growth I","JGGC","10.53"
"Jungheinrich","JGHAF","35"
"Janus Henderson Group","JHG","27.97"
"","JHI","12.74"
"","JHS","10.82"
"James Hardie Industries","JHX","25.86"
"J.Jill","JILL","23.75"
"J & J Snack Foods","JJSF","155.56"
"Jack Henry & Associates","JKHY","155.4"
"JinkoSolar","JKS","42.03"
"Jones Lang LaSalle","JLL","148.91"
"Jardine Matheson","JMHLY","50.16"
"Jumia Technologies","JMIA","3.56"
"","JMM","5.8"
"Johnson Matthey","JMPLY","44.655"
"John Marshall Bancorp, Inc.","JMSB","22.73"
"Johnson & Johnson","JNJ","158.18"
"","JNK","91.47"
"Juniper Networks","JNPR","29.51"
"JOANN","JOAN","1.14"
"Joby Aviation, Inc.","JOBY","6.34"
"The St. Joe Company","JOE","46"
"","JOF","7.34"
"Johnson Outdoors","JOUT","59.81"
"JPMorgan Chase & Co.","JPM","139.34"
"The Japan Steel Works","JPSWY","11.08"
"Jeronimo Martins SGPS","JRONY","51.27"
"Jerash Holdings","JRSH","4.19"
"James River Group","JRVR","19.79"
"J. Sainsbury","JSAIY","13.78"
"JSR CP UNSP","JSCPY","24.086"
"Jasper Therapeutics","JSPR","1.57"
"Jianpu Technology","JT","1.22"
"Grubhub","JTKWY","2.89"
"Jaws Juggernaut Acquisition","JUGG","10.33"
"Juniper II Corp.","JUN","10.32"
"Jutal Offshore Oil Services","JUTOY","24.66"
"Coffee Holding Co.","JVA","1.52"
"Nordstrom","JWN","18.51"
"Aquaron Acquisition Corp.","JXJT","3.27"
"Jackson Financial","JXN","29.77"
"Jayud Global Logistics Limited","JYD","3.3"
"The Joint","JYNT","13.93"
"Jianzhi Education Technology Group Company Ltd. Sp","JZ","1"
"Kellogg's","K","66.83"
"Kineta, Inc.","KA","3.04"
"Kairous Acquisition ","KACL","10.84"
"Kadant","KAI","208.88"
"Kala Pharmaceuticals","KALA","15.84"
"Kaiser Aluminum","KALU","68.21"
"KalVista Pharmaceuticals","KALV","10.34"
"Kaman","KAMN","22.55"
"OPENLANE, Inc.","KAR","15.46"
"Karooooo","KARO","23.4"
"KB Financial Group","KB","37.82"
"KBC Group","KBCSY","33.54"
"KB Home","KBH","48.36"
"KBR","KBR","61.94"
"Kingsoft Cloud","KC","5.06"
"KimberlyClark de Mexico","KCDMY","10.4578"
"Kansas City Life Insurance Co.","KCLI","25"
"Kyndryl Holdings, Inc.","KD","12.55"
"KDDI","KDDIY","15.9"
"Chinook Therapeutics","KDNY","24.77"
"Keurig Dr Pepper","KDP","31.08"
"Kimball Electronics","KE","25.62"
"Kelly Services","KELYA","18.53"
"Kelly Services","KELYB","18.11"
"Kenon","KEN","24.82"
"Korea Electric Power","KEP","7.56"
"Kewaunee Scientific","KEQU","16"
"Kirby","KEX","75.2"
"KeyCorp","KEY","10.62"
"Keysight Technologies","KEYS","161.47"
"","KF","23.98"
"Kentucky First Federal Bancorp","KFFB","5.87"
"Kforce","KFRC","60.66"
"Kingsway Financial Services","KFS","9.02"
"KornFerry International","KFY","50.91"
"Kinross Gold","KGC","4.84"
"Kingdee International Software Group Co.","KGDEY","137.03"
"Kingfisher","KGFHY","5.89"
"Kraft Heinz Company","KHC","37.79"
"Kuehne & Nagel International","KHNGY","56.25"
"OrthoPediatrics","KIDS","45.48"
"Kion Group","KIGRY","8.984"
"Kimco Realty","KIM","18.95"
"Nextdoor","KIND","2.97"
"Kingstone Companies","KINS","1.37"
"Kirkland's","KIRK","2.98"
"Kumba Iron Ore","KIROY","7.835"
"Nauticus Robotics, Inc.","KITT","2.005"
"Koninklijke KPN","KKPNF","3.4"
"Koninklijke KPN","KKPNY","3.43"
"KKR & Co.","KKR","54.53"
"KLA","KLAC","461"
"Klabin","KLBAY","8.9"
"KLDiscovery","KLDI","2.55"
"Kulicke and Soffa Industries","KLIC","54.97"
"KLM Royal Dutch Airlines","KLMR","2"
"KLEPIERRE","KLPEF","23.35"
"Kaleyra","KLR","2.85"
"Kaltura","KLTR","1.75"
"KLX Energy","KLXE","8.87"
"Kunlun Energy","KLYCY","7.78"
"KimberlyClark","KMB","135.62"
"Kamada","KMDA","5.19"
"Kinder Morgan","KMI","16.85"
"Kemper","KMPR","44.33"
"Kennametal","KMT","27.57"
"Komatsu","KMTUY","25.67"
"CarMax","KMX","79.08"
"Knowles","KN","17.11"
"Kirin","KNBWY","15.05"
"Konica Minolta","KNCAY","6.7"
"Kandi Technologies Group","KNDI","4.14"
"Knife River Corporation","KNF","36.89"
"KNOT Offshore Partners","KNOP","5.37"
"Kiniksa Pharmaceuticals","KNSA","15.19"
"Kinsale Capital Group","KNSL","354.13"
"KnightSwan Acquisition","KNSW","10.5"
"Kinnate Biopharma","KNTE","4.14"
"KINETIK HLDGS","KNTK","32.86"
"Know Labs","KNW","1.3"
"KnightSwift Transportation","KNX","56.59"
"Kone Oyj","KNYJY","27.05"
"Coca-Cola","KO","60.31"
"Kodiak Sciences","KOD","9.24"
"Kodak","KODK","5.32"
"Coca Cola Femsa","KOF","85.11"
"Koppers","KOP","31.34"
"Kopin","KOPN","1.9"
"Cerberus Telecom Acquisition","KORE","1.43"
"Kosmos Energy","KOS","6.59"
"Koss","KOSS","3.82"
"Keppel","KPELY","9.315"
"Karyopharm Therapeutics","KPTI","2.38"
"The Kroger Co.","KR","46.07"
"Kiromic BioPharma","KRBP","2.7"
"Kilroy Realty","KRC","28.86"
"KKR Real Estate Finance Trust","KREF","12.09"
"Kite Realty Group Trust","KRG","20.58"
"KORU Medical Systems Inc.","KRMD","3.93"
"Kernel Group","KRNL","10.45"
"Kornit Digital","KRNT","24.86"
"Kearny Financial","KRNY","7.48"
"Kronos Worldwide","KRO","8.83"
"Kronos Bio","KRON","1.7"
"Keros Therapeutics","KROS","48.79"
"Kimbell Royalty","KRP","14.88"
"Karat Packaging","KRT","15.95"
"Karuna Therapeutics","KRTX","236.3"
"Kura Sushi USA","KRUS","83.75"
"Kerry Group","KRYAY","98.861"
"Krystal Biotech","KRYS","125.53"
"K S Bancorp","KSBI","47.8"
"","KSM","8.3"
"Kohl's","KSS","21.93"
"KT","KT","11.97"
"Kontoor Brands","KTB","41.4"
"Key Tronic","KTCC","5.51"
"","KTF","8.64"
"Kratos Defense & Security Solutions","KTOS","14.11"
"Kintara Therapeutics","KTRA","3.2"
"Kubota","KUBTY","73.6219"
"Kura Oncology","KURA","13.51"
"Kuraray Co.","KURRY","28.303"
"KVH Industries","KVHI","9.62"
"Khosla Ventures Acquisition Co.","KVSA","10.14"
"Kenvue Inc.","KVUE","25.17"
"Kennedy-Wilson","KW","16.48"
"Kingswood Acquisition","KWAC","11.49"
"KWESST Micro Systems Inc.","KWE","3.12"
"Kawasaki Heavy Industries","KWHIY","9.755"
"Quaker Houghton","KWR","204.12"
"Keyence","KYCCF","512"
"Keyarch Acquisition","KYCH","10.425"
"Kymera Therapeutics","KYMR","25.56"
"Kyocera","KYOCY","57.19"
"Novogen Limited","KZIA","1.26"
"Kezar Life Sciences","KZR","3.06"
"Loews","L","58.63"
"STANDARD BIOTLS","LAB","2.38"
"Landos Biopharma","LABP","3.526"
"Lithium Americas","LAC","21.38"
"Lithia Motors","LAD","249.35"
"Ladder Capital Corp","LADR","10.27"
"LadRx Corporation","LADXD","6.05"
"SEALSQ Corp.","LAES","10.4"
"Lakeland Industries","LAKE","11.4"
"Lamar Advertising","LAMR","92.13"
"Lancaster Colony","LANC","200.9"
"Gladstone Land","LAND","17.04"
"Lanvin Group Holdings Limited","LANV","4.99"
"Landmark Bancorp","LARK","21.47"
"Laser Photonics Corporation","LASE","3.4"
"nLight","LASR","14.24"
"LatAmGrowth SPAC","LATG","10.67"
"Laureate Education","LAUR","12.46"
"CS Disco","LAW","8.09"
"Lazard","LAZ","30.36"
"Luminar Technologies","LAZR","7.17"
"Lazydays Holdings","LAZY","11.5"
"Lakeland Bancorp","LBAI","14.52"
"Lakeshore Acquisition II Corp.","LBBB","10.5299"
"Luther Burbank","LBC","9.61"
"Longboard Pharmaceuticals","LBPH","6.98"
"Liberty Broadband","LBRDA","74.46"
"Liberty Broadband","LBRDK","74.53"
"Liberty Energy","LBRT","13.34"
"Liberty Global","LBTYA","16.42"
"Liberty Global","LBTYB","16.3001"
"Liberty Global","LBTYK","17.28"
"LendingClub","LC","9.34"
"Landcadia Holdings IV","LCA","10.11"
"L Catterton Asia Acquisition","LCAA","10.36"
"Locafy","LCFY","8.3"
"Lucid Group","LCID","6.9"
"LCI Industries","LCII","119.96"
"LCNB","LCNB","14.34"
"Lineage Cell Therapeutics","LCTX","1.35"
"Lifetime Brands","LCUT","4.99"
"Learn CW Investment Corporation","LCW","10.45"
"loanDepot","LDI","2.09"
"Leidos","LDOS","81.33"
"Land's End","LE","8.96"
"Lear","LEA","133.01"
"Leatt","LEAT","11"
"Lincoln Electric","LECO","183.66"
"SemiLEDS","LEDS","2.625"
"Lee Enterprises","LEE","14.2"
"Leggett & Platt","LEG","31.74"
"Legacy Housing","LEGH","20.61"
"LEG Immobilien","LEGIF","55.14"
"Legend Biotech","LEGN","68.06"
"Leju Holdings","LEJU","1.9"
"Lennar","LEN","116"
"Lennar","LEN.B","102.38"
"","LEO","6.12"
"Leslies","LESL","10.61"
"Centrus Energy","LEU","32.45"
"Lion Electric","LEV","2.08"
"Levi Strauss & Co.","LEVI","13.92"
"LF Capital Acquisition Corp. II","LFAC","10.62"
"Lifecore Biomedical, Inc.","LFCR","8.5"
"LifeMD","LFMD","2.18"
"LifeStance Health Group","LFST","8.55"
"Lument Finance Trust","LFT","1.87"
"Littelfuse","LFUS","264.72"
"Lifevantage","LFVN","4.8"
"Lions Gate Entertainment","LGF.A","9.86"
"Lions Gate Entertainment","LGF.B","9.24"
"Legal & General Group","LGGNY","15.29"
"LGI Homes","LGIH","128.01"
"The LGL Group","LGL","4.66"
"LogicMark","LGMK","2.75"
"Ligand Pharmaceuticals","LGND","72.5"
"Largo","LGO","4.065"
"LeGrand","LGRVF","94.35"
"Semper Paratus Acquisition Corporation","LGST","10.75"
"Longview Acquisition II","LGV","10.09"
"LAMF Global Ventures Corp. I","LGVC","10.36"
"Longeveron","LGVN","3.5"
"Laboratory Corp. of America","LH","217.92"
"Leo Holdings II","LHC","10.6"
"L3Harris Technologies","LHX","184.52"
"Li Auto","LI","31.99"
"LianBio","LIAN","2.56"
"Liberty Resources Acquisition Corp.","LIBY","10.77"
"Lichen China Limited","LICN","1.93"
"LICT","LICT","18550"
"Li-Cycle Holdings Corp.","LICY","5.32"
"aTyr Pharma","LIFE","2.35"
"Lennox International","LII","299.74"
"Liberty Latin America","LILA","8.33"
"Liberty Global","LILAK","8.27"
"Qell Acquisition","LILM","1.15"
"Linde PLC","LIN","359.74"
"Lincoln Educational Services","LINC","6.74"
"Lindblad Expeditions","LIND","10.81"
"Lion Corp.","LIOPF","10.72"
"Lipella Pharmaceuticals Inc.","LIPO","1.89"
"LiqTech International","LIQT","3.36"
"LightInTheBox Holding Co.","LITB","1.2"
"Lumentum","LITE","50.09"
"Snow Lake Resources","LITM","2.4"
"Logistics Innovation Technologies","LITT","10.245"
"LIV Capital Acquisition Corp. II","LIVB","10.56"
"Live Ventures","LIVE","25.34"
"LivaNova","LIVN","47.05"
"Lixte Biotechnology","LIXT","6.14"
"Luk Fook Holdings","LKFLF","2.84"
"Lakeland Financial","LKFN","54.16"
"Luckin Coffee","LKNCY","21.55"
"LKQ","LKQ","54.01"
"LL Flooring","LL","4.65"
"Terran Orbital","LLAP","1.27"
"Eli Lilly","LLY","443.07"
"LeMaitre Vascular","LMAT","64.8"
"Limbach","LMB","23"
"Lemonade","LMND","19.66"
"Liminal BioSciences","LMNL","6.7"
"Limoneira Co","LMNR","16.47"
"LMP Automotive","LMPX","1.3"
"Lockheed Martin","LMT","458.63"
"Lincoln National","LNC","23.25"
"Brasilagro Cia Brasileira De Propriedades Agricola","LND","4.77"
"Cheniere Energy","LNG","141.8"
"LINKBANCORP, Inc.","LNKB","5.305"
"Lindsay","LNN","126.55"
"Li Ning Co.","LNNGY","149.51"
"LENSAR","LNSR","3.21"
"Alliant Energy","LNT","52.31"
"Lantheus","LNTH","89.68"
"Lenovo Group","LNVGY","19"
"Light & Wonder","LNW","64.06"
"LanzaTech Global, Inc.","LNZA","4.04"
"Manhattan Bridge Capital","LOAN","4.686"
"Live Oak Bancshares","LOB","25.23"
"Live Oak Crestview Climate Acquisition Corp.","LOCC","10.21"
"El Pollo Loco","LOCO","9.48"
"Logitech International","LOGI","63.23"
"Logansport Financial","LOGN","34.75"
"Loma Negra Compania Industrial Argentina","LOMA","6.58"
"Loop Industries","LOOP","3.06"
"Grand Canyon Education","LOPE","105.74"
"Lovesac","LOVE","24.49"
"Lowe's Companies","LOW","207.16"
"Lipocine","LPCN","4.59"
"Dorian LPG","LPG","23.2"
"LG Display Co.","LPL","6.42"
"LPL Financial","LPLA","200.35"
"Open Lending","LPRO","10.85"
"LivePerson","LPSN","3.67"
"LightPath Technologies","LPTH","1.501"
"Loop Media, Inc.","LPTV","2.92"
"LouisianaPacific","LPX","62.9"
"","LQD","107.29"
"Liquidia Technologies","LQDA","8.59"
"Liquidity Services","LQDT","16.13"
"Lam Research","LRCX","612.2"
"Logan Ridge Finance Corporation","LRFC","19.6"
"L'Oreal","LRLCY","86.55"
"Larimar Therapeutics","LRMR","3.85"
"Stride","LRN","42.06"
"Lesaka Technologies, Inc.","LSAK","3.86"
"Lake Shore Bancorp","LSBK","11.3671"
"Lattice Semiconductor","LSCC","80.95"
"Lucy Scientific Discovery Inc.","LSDI","1.16"
"Landsea Homes","LSEA","7.145"
"LifeStore Financial Group","LSFG","43"
"Land Securities Group","LSGOF","7.775"
"Life Storage","LSI","126.59"
"LSL PROPERTY","LSLPF","3.25"
"Lightspeed POS","LSPD","15.22"
"Lisata Therapeutics, Inc.","LSTA","4.305"
"Landstar System","LSTR","183"
"Liberty Media","LSXMA","29.21"
"Liberty Media","LSXMB","27.99"
"Liberty Media","LSXMK","29.18"
"Lightbridge","LTBR","4.8"
"LTC Properties","LTC","33.21"
"Latch","LTCH","1.31"
"Life Time Group Holdings","LTH","20.94"
"Livent","LTHM","25.48"
"","LTPZ","59.55"
"Lantern Pharma","LTRN","5.16"
"Liberty TripAdvisor","LTRPB","28.7"
"Lantronix","LTRX","4.26"
"Lufax","LU","1.5"
"Lucid Diagnostics","LUCD","1.78"
"Innovative Eyewear, Inc.","LUCY","2.13"
"Lukoil","LUKOY","6.96"
"lululemon athletica","LULU","356.02"
"Lumen Technologies","LUMN","1.8"
"Lumos Pharma","LUMO","3.72"
"Luna Innovations","LUNA","9.27"
"Pulmonx","LUNG","12.75"
"Lundin Mining","LUNMF","7.44"
"Intuitive Machines, Inc.","LUNR","7.95"
"Southwest Airlines","LUV","30.39"
"LuxUrban Hotels Inc.","LUXH","3.39"
"Lulu's Fashion Lounge","LVLU","2.52"
"LVMH Moet Hennessy Louis Vuitton","LVMUY","173.9"
"LiveOne","LVO","1.24"
"LiveVox Holdings","LVOX","2.9"
"Lavoro Limited","LVRO","5.99"
"Las Vegas Sands","LVS","58.89"
"LAVA Therapeutics","LVTX","2.1"
"LiveWire Group, Inc.","LVWR","9.38"
"Lamb Weston","LW","113.49"
"Lifeway Foods","LWAY","6"
"Lightwave Logic","LWLG","8.55"
"LexinFintech","LX","2.55"
"Luxfer","LXFR","15.91"
"LXP Industrial Trust","LXP","10.57"
"Lexicon Pharmaceuticals","LXRX","2.66"
"Lsb Industries","LXU","10.18"
"LyondellBasell Industries","LYB","89"
"Lyons Bancorp","LYBC","50"
"Lyell Immunopharma","LYEL","3.43"
"Lyft","LYFT","10.34"
"Lloyds Banking Group","LYG","2.24"
"Lyra Therapeutics","LYRA","2.94"
"Lynas","LYSDY","5.22"
"LSI Industries","LYTS","12.03"
"Live Nation Entertainment","LYV","82.99"
"LegalZoom.com","LZ","12.6"
"Lonza Group","LZAGY","65.55"
"LaZBoy","LZB","28.3"
"Macy's","M","15.9"
"Mastercard","MA","379.96"
"MidAmerica Apartment Communities","MAA","151.1"
"The Marketing Alliance","MAAL","1.98"
"The Macerich Company","MAC","10.83"
"Moringa Acquisition","MACA","10.34"
"Merrimack Pharmaceuticals","MACK","12.48"
"MAG Silver","MAG","12.83"
"MAIA Biotechnology, Inc.","MAIA","2.4"
"Main Street Capital","MAIN","40.45"
"Marks and Spencer Group","MAKSY","4.77"
"ManpowerGroup","MAN","75.43"
"Manhattan Associates","MANH","184.7"
"Manchester United","MANU","18.41"
"Maquia Capital Acquisition","MAQC","10.9"
"Marriott International","MAR","180.9"
"Marathon Digital","MARA","10.08"
"Remark Holdings","MARK","1.29"
"Marine Petroleum Trust","MARPS","7.02"
"Marubeni","MARUY","155.82"
"Mars Acquisition Corp.","MARX","10.4658"
"Masco","MAS","53.05"
"Masimo","MASI","166.18"
"908 Devices","MASS","9.63"
"Mattel","MAT","18.14"
"Metalpha Technology Holding Limited","MATH","1.02"
"Mativ Holdings, Inc.","MATV","16.64"
"Matthews International","MATW","39.46"
"Matson","MATX","73.94"
"Marui Group Co.","MAURY","36.19"
"Man Wah Holdings","MAWHY","17.63"
"MediaAlpha","MAX","9.22"
"Maxeon Solar Technologies","MAXN","28.81"
"J. W. Mays","MAYS","45.37"
"M3Brigade Acquisition II","MBAC","10.25"
"","MBB","93.6"
"MasterBrand, Inc.","MBC","10.99"
"Middlefield Banc","MBCN","27.68"
"Mercedes-Benz Group AG","MBGAF","77.17"
"MBIA","MBI","8.46"
"Merchants Bancorp","MBIN","25.77"
"Mustang Bio","MBIO","6.11"
"Mobileye Global Inc.","MBLY","42.32"
"Microbot Medical","MBOT","2.23"
"Mitchells & Butlers","MBPFF","2.72"
"M3-Brigade Acquisition III Corp.","MBSC","10.43"
"Nocturne Acquisition","MBTC","11.02"
"Malibu Boats","MBUU","57.53"
"Mercantile Bank","MBWM","29.57"
"Moelis & Company","MC","40.65"
"Mountain & Co. I Acquisition","MCAA","10.8345"
"Monterey Capital Acquisition Corporation","MCAC","10.41"
"Mountain Crest Acquisition Corp.. IV","MCAF","10.52"
"Mountain Crest Acquisition Corp. V","MCAG","10.39"
"Metropolitan Bank Holding","MCB","33.46"
"Macatawa Bank","MCBC","9.31"
"Madison County Financial","MCBK","25.5"
"MetroCity Bankshares","MCBS","18.41"
"Mestek","MCCK","20"
"McDonald's","MCD","284.54"
"The Monarch Cement Co.","MCEM","115"
"MasterCraft Boat","MCFT","29.01"
"Microchip Technology","MCHP","77.5"
"Marchex","MCHX","2"
"","MCI","14.4"
"McKesson","MCK","388.96"
"Moody's","MCO","330.69"
"MCRAE INDUSTRIE","MCRAA","40.75"
"Seres Therapeutics","MCRB","4.76"
"Monarch Casino & Resort","MCRI","69.08"
"Morgan Advanced Materials","MCRUF","3.565"
"The Marcus","MCS","15.82"
"Mill City Ventures III, Ltd.","MCVT","2.21"
"Mister Car Wash","MCW","8.87"
"Mercury General","MCY","30.29"
"Pediatrix Medical Group, Inc.","MD","13.87"
"MongoDB","MDB","387.62"
"M.D.C.","MDC","43.74"
"Madrigal Pharmaceuticals","MDGL","273.83"
"Medigus Ltd. Sponsored ADR","MDGS","4.75"
"Mediaco Holding","MDIA","1.23"
"MDJM","MDJH","1.62"
"Mondelez International","MDLZ","73.28"
"Maiden Lane Jewelry","MDNL","1"
"Medalist Diversified REIT","MDRR","5.1171"
"VERADIGM INC","MDRX","11.95"
"Medtronic","MDT","83.6"
"MDU Resources Group","MDU","20.43"
"Modiv Inc.","MDV","14.8"
"MediWound","MDWD","9.7"
"Midwest Holding","MDWT","25.82"
"MiMedx Group","MDXG","5.75"
"MDxHealth SA Sponsored ADR","MDXH","3.99"
"23andMe","ME","2.06"
"Mayville Engineering","MEC","13.32"
"MEDIFAST","MED","81.86"
"Medpace","MEDP","219.66"
"Montrose Environmental Group","MEG","40.29"
"Magic Empire Global Limited","MEGL","1.97"
"Methode Electronics","MEI","44.79"
"MEI Pharma","MEIP","7.44"
"MELI Kaszek Pioneer","MEKA","10.315"
"MercadoLibre","MELI","1254.45"
"Minority Equality Opportunities Acquisition Inc.","MEOA","26.54"
"Methanex","MEOH","45.26"
"Mercer International","MERC","9.19"
"Mesa Air Group","MESA","1.83"
"Mesoblast Limited","MESO","3.6"
"MetLife","MET","53.4"
"Meta Platforms","META","271.12"
"Ramaco Resources","METC","7.92"
"MFA Financial","MFA","11.13"
"M&F Bancorp","MFBP","22.9"
"Manulife Financial Corp","MFC","19.27"
"Mizuho Financial Group","MFG","3.06"
"Mercurity Fintech Holding","MFH","2.49"
"MidCap Financial Investment Corporation","MFIC","12.295"
"Medallion Financial","MFIN","7.33"
"","MFM","5.1"
"Mobivity","MFON","1.03"
"","MFV","4.1"
"Mistras Group","MG","7.21"
"Magna International","MGA","52.72"
"Michelin","MGDDY","14.58"
"MGE Energy","MGEE","74.72"
"","MGF","3.25"
"Magic Software Enterprises","MGIC","12.13"
"Millennium Group International Holdings Limited","MGIH","1.82"
"MGM Resorts International","MGM","41.31"
"Magnite","MGNI","13.45"
"MacroGenics","MGNX","5.19"
"MGO Global Inc.","MGOL","1.25"
"MGP Ingredients","MGPI","99.96"
"McGrath RentCorp","MGRC","95.62"
"Monogram Orthopaedics Inc.","MGRM","4.8"
"Mangoceuticals, Inc.","MGRX","1.63"
"MeiraGTx","MGTX","7.71"
"Magnolia Oil & Gas Corp","MGY","20.14"
"Magyar Bancorp","MGYR","10.33"
"","MHF","6.41"
"Meritage Hospitality Group","MHGU","19.85"
"Marine Harvest ASA","MHGVY","17.04"
"Mastech Digital","MHH","10.4"
"Mohawk Industries","MHK","97.93"
"Maiden Holdings","MHLD","2.08"
"","MHN","10.18"
"MI Homes","MHO","75.28"
"Meihua International Medical Technologies","MHUA","3.08"
"Mitsubishi Heavy Industries","MHVYF","45.36"
"Micron Solutions","MICR","1.64"
"Singing Machine Co.","MICS","1.41"
"S&P MIDCAP","MID.X","2530.24"
"The Middleby","MIDD","140.96"
"Mitsubishi Electric","MIELF","13.805"
"Mawson Infrastructure Group","MIGI","2.77"
"","MIN","2.86"
"Zoom Telephonics","MINM","4.38"
"Mirion Technologies","MIR","8.14"
"Mirum Pharmaceuticals","MIRM","27.83"
"Miromatrix Medical","MIRO","1.07"
"Milestone Pharmaceuticals","MIST","3.82"
"Coliseum Acquisition","MITA","10.33"
"Mitsubishi Estate Co.","MITEY","12.14"
"Mitie Group","MITFY","4.57"
"Mitesco","MITI","1.14"
"Mitek Systems","MITK","10.42"
