Ticker,Date,Volume
adi,2020-08-31 00:00:00-04:00,3
adi,2020-09-30 00:00:00-04:00,3
adi,2020-10-31 00:00:00-04:00,3
adi,2020-11-30 00:00:00-05:00,3
adi,2020-12-31 00:00:00-05:00,2
adi,2021-01-31 00:00:00-05:00,3
adi,2021-02-28 00:00:00-05:00,3
adi,2021-03-31 00:00:00-04:00,3
adi,2021-04-30 00:00:00-04:00,3
adi,2021-05-31 00:00:00-04:00,4
adi,2021-06-30 00:00:00-04:00,3
adi,2021-07-31 00:00:00-04:00,3
adi,2021-08-31 00:00:00-04:00,6
adi,2021-09-30 00:00:00-04:00,5
adi,2021-10-31 00:00:00-04:00,3
adi,2021-11-30 00:00:00-05:00,3
adi,2021-12-31 00:00:00-05:00,3
adi,2022-01-31 00:00:00-05:00,4
adi,2022-02-28 00:00:00-05:00,4
adi,2022-03-31 00:00:00-04:00,4
adi,2022-04-30 00:00:00-04:00,4
adi,2022-05-31 00:00:00-04:00,4
adi,2022-06-30 00:00:00-04:00,3
adi,2022-07-31 00:00:00-04:00,3
adi,2022-08-31 00:00:00-04:00,3
adi,2022-09-30 00:00:00-04:00,3
adi,2022-10-31 00:00:00-04:00,4
adi,2022-11-30 00:00:00-05:00,4
adi,2022-12-31 00:00:00-05:00,3
adi,2023-01-31 00:00:00-05:00,3
adi,2023-02-28 00:00:00-05:00,4
adi,2023-03-31 00:00:00-04:00,3
adi,2023-04-30 00:00:00-04:00,3
adi,2023-05-31 00:00:00-04:00,4
adi,2023-06-30 00:00:00-04:00,4
aph,2018-06-30 00:00:00-04:00,3
aph,2018-07-31 00:00:00-04:00,2
aph,2018-08-31 00:00:00-04:00,2
aph,2018-09-30 00:00:00-04:00,3
aph,2018-10-31 00:00:00-04:00,4
aph,2018-11-30 00:00:00-05:00,3
aph,2018-12-31 00:00:00-05:00,4
aph,2019-01-31 00:00:00-05:00,3
aph,2019-02-28 00:00:00-05:00,2
aph,2019-03-31 00:00:00-04:00,2
aph,2019-04-30 00:00:00-04:00,3
aph,2019-05-31 00:00:00-04:00,3
aph,2019-06-30 00:00:00-04:00,3
aph,2019-07-31 00:00:00-04:00,3
aph,2019-08-31 00:00:00-04:00,3
aph,2019-09-30 00:00:00-04:00,3
aph,2019-10-31 00:00:00-04:00,2
aph,2019-11-30 00:00:00-05:00,2
aph,2019-12-31 00:00:00-05:00,2
aph,2020-01-31 00:00:00-05:00,2
aph,2020-02-29 00:00:00-05:00,3
aph,2020-03-31 00:00:00-04:00,5
aph,2020-04-30 00:00:00-04:00,5
aph,2020-05-31 00:00:00-04:00,3
aph,2020-06-30 00:00:00-04:00,3
aph,2020-07-31 00:00:00-04:00,3
aph,2020-08-31 00:00:00-04:00,2
aph,2020-09-30 00:00:00-04:00,3
aph,2020-10-31 00:00:00-04:00,3
aph,2020-11-30 00:00:00-05:00,3
aph,2020-12-31 00:00:00-05:00,2
aph,2021-01-31 00:00:00-05:00,3
aph,2021-02-28 00:00:00-05:00,3
aph,2021-03-31 00:00:00-04:00,3
aph,2021-04-30 00:00:00-04:00,3
aph,2021-05-31 00:00:00-04:00,2
aph,2021-06-30 00:00:00-04:00,2
aph,2021-07-31 00:00:00-04:00,3
aph,2021-08-31 00:00:00-04:00,2
aph,2021-09-30 00:00:00-04:00,2
aph,2021-10-31 00:00:00-04:00,2
aph,2021-11-30 00:00:00-05:00,2
aph,2021-12-31 00:00:00-05:00,2
aph,2022-01-31 00:00:00-05:00,3
aph,2022-02-28 00:00:00-05:00,3
aph,2022-03-31 00:00:00-04:00,3
aph,2022-04-30 00:00:00-04:00,3
aph,2022-05-31 00:00:00-04:00,2
aph,2022-06-30 00:00:00-04:00,2
aph,2022-07-31 00:00:00-04:00,2
aph,2022-08-31 00:00:00-04:00,1
aph,2022-09-30 00:00:00-04:00,2
aph,2022-10-31 00:00:00-04:00,2
aph,2022-11-30 00:00:00-05:00,2
aph,2022-12-31 00:00:00-05:00,2
aph,2023-01-31 00:00:00-05:00,2
aph,2023-02-28 00:00:00-05:00,3
aph,2023-03-31 00:00:00-04:00,2
aph,2023-04-30 00:00:00-04:00,3
aph,2023-05-31 00:00:00-04:00,3
aph,2023-06-30 00:00:00-04:00,2
crm,2018-06-30 00:00:00-04:00,6
crm,2018-07-31 00:00:00-04:00,5
crm,2018-08-31 00:00:00-04:00,5
crm,2018-09-30 00:00:00-04:00,5
crm,2018-10-31 00:00:00-04:00,7
crm,2018-11-30 00:00:00-05:00,8
crm,2018-12-31 00:00:00-05:00,7
crm,2019-01-31 00:00:00-05:00,6
crm,2019-02-28 00:00:00-05:00,5
crm,2019-03-31 00:00:00-04:00,6
crm,2019-04-30 00:00:00-04:00,4
crm,2019-05-31 00:00:00-04:00,5
crm,2019-06-30 00:00:00-04:00,9
crm,2019-07-31 00:00:00-04:00,5
crm,2019-08-31 00:00:00-04:00,9
crm,2019-09-30 00:00:00-04:00,5
crm,2019-10-31 00:00:00-04:00,4
crm,2019-11-30 00:00:00-05:00,5
crm,2019-12-31 00:00:00-05:00,5
crm,2020-01-31 00:00:00-05:00,5
crm,2020-02-29 00:00:00-05:00,6
crm,2020-03-31 00:00:00-04:00,10
crm,2020-04-30 00:00:00-04:00,7
crm,2020-05-31 00:00:00-04:00,7
crm,2020-06-30 00:00:00-04:00,6
crm,2020-07-31 00:00:00-04:00,5
crm,2020-08-31 00:00:00-04:00,11
crm,2020-09-30 00:00:00-04:00,8
crm,2020-10-31 00:00:00-04:00,4
crm,2020-11-30 00:00:00-05:00,8
crm,2020-12-31 00:00:00-05:00,13
crm,2021-01-31 00:00:00-05:00,8
crm,2021-02-28 00:00:00-05:00,7
crm,2021-03-31 00:00:00-04:00,8
crm,2021-04-30 00:00:00-04:00,5
crm,2021-05-31 00:00:00-04:00,7
crm,2021-06-30 00:00:00-04:00,6
crm,2021-07-31 00:00:00-04:00,6
crm,2021-08-31 00:00:00-04:00,6
crm,2021-09-30 00:00:00-04:00,6
crm,2021-10-31 00:00:00-04:00,4
crm,2021-11-30 00:00:00-05:00,5
crm,2021-12-31 00:00:00-05:00,7
crm,2022-01-31 00:00:00-05:00,8
crm,2022-02-28 00:00:00-05:00,7
crm,2022-03-31 00:00:00-04:00,7
crm,2022-04-30 00:00:00-04:00,7
crm,2022-05-31 00:00:00-04:00,8
crm,2022-06-30 00:00:00-04:00,10
crm,2022-07-31 00:00:00-04:00,5
crm,2022-08-31 00:00:00-04:00,6
crm,2022-09-30 00:00:00-04:00,7
crm,2022-10-31 00:00:00-04:00,7
crm,2022-11-30 00:00:00-05:00,8
crm,2022-12-31 00:00:00-05:00,12
crm,2023-01-31 00:00:00-05:00,10
crm,2023-02-28 00:00:00-05:00,7
crm,2023-03-31 00:00:00-04:00,10
crm,2023-04-30 00:00:00-04:00,5
crm,2023-05-31 00:00:00-04:00,6
crm,2023-06-30 00:00:00-04:00,10
csco,2018-06-30 00:00:00-04:00,25
csco,2018-07-31 00:00:00-04:00,21
csco,2018-08-31 00:00:00-04:00,19
csco,2018-09-30 00:00:00-04:00,19
csco,2018-10-31 00:00:00-04:00,24
csco,2018-11-30 00:00:00-05:00,25
csco,2018-12-31 00:00:00-05:00,32
csco,2019-01-31 00:00:00-05:00,21
csco,2019-02-28 00:00:00-05:00,22
csco,2019-03-31 00:00:00-04:00,21
csco,2019-04-30 00:00:00-04:00,17
csco,2019-05-31 00:00:00-04:00,23
csco,2019-06-30 00:00:00-04:00,27
csco,2019-07-31 00:00:00-04:00,15
csco,2019-08-31 00:00:00-04:00,23
csco,2019-09-30 00:00:00-04:00,18
csco,2019-10-31 00:00:00-04:00,18
csco,2019-11-30 00:00:00-05:00,22
csco,2019-12-31 00:00:00-05:00,20
csco,2020-01-31 00:00:00-05:00,18
csco,2020-02-29 00:00:00-05:00,30
csco,2020-03-31 00:00:00-04:00,45
csco,2020-04-30 00:00:00-04:00,23
csco,2020-05-31 00:00:00-04:00,25
csco,2020-06-30 00:00:00-04:00,26
csco,2020-07-31 00:00:00-04:00,18
csco,2020-08-31 00:00:00-04:00,23
csco,2020-09-30 00:00:00-04:00,26
csco,2020-10-31 00:00:00-04:00,23
csco,2020-11-30 00:00:00-05:00,27
csco,2020-12-31 00:00:00-05:00,17
csco,2021-01-31 00:00:00-05:00,21
csco,2021-02-28 00:00:00-05:00,21
csco,2021-03-31 00:00:00-04:00,25
csco,2021-04-30 00:00:00-04:00,17
csco,2021-05-31 00:00:00-04:00,23
csco,2021-06-30 00:00:00-04:00,16
csco,2021-07-31 00:00:00-04:00,15
csco,2021-08-31 00:00:00-04:00,16
csco,2021-09-30 00:00:00-04:00,18
csco,2021-10-31 00:00:00-04:00,14
csco,2021-11-30 00:00:00-05:00,24
csco,2021-12-31 00:00:00-05:00,21
csco,2022-01-31 00:00:00-05:00,24
csco,2022-02-28 00:00:00-05:00,22
csco,2022-03-31 00:00:00-04:00,22
csco,2022-04-30 00:00:00-04:00,19
csco,2022-05-31 00:00:00-04:00,31
csco,2022-06-30 00:00:00-04:00,23
csco,2022-07-31 00:00:00-04:00,18
csco,2022-08-31 00:00:00-04:00,19
csco,2022-09-30 00:00:00-04:00,19
csco,2022-10-31 00:00:00-04:00,20
csco,2022-11-30 00:00:00-05:00,20
csco,2022-12-31 00:00:00-05:00,18
csco,2023-01-31 00:00:00-05:00,16
csco,2023-02-28 00:00:00-05:00,20
csco,2023-03-31 00:00:00-04:00,19
csco,2023-04-30 00:00:00-04:00,18
csco,2023-05-31 00:00:00-04:00,20
csco,2023-06-30 00:00:00-04:00,16
goog,2018-06-30 00:00:00-04:00,30
goog,2018-07-31 00:00:00-04:00,30
goog,2018-08-31 00:00:00-04:00,25
goog,2018-09-30 00:00:00-04:00,30
goog,2018-10-31 00:00:00-04:00,42
goog,2018-11-30 00:00:00-05:00,35
goog,2018-12-31 00:00:00-05:00,42
goog,2019-01-31 00:00:00-05:00,29
goog,2019-02-28 00:00:00-05:00,30
goog,2019-03-31 00:00:00-04:00,30
goog,2019-04-30 00:00:00-04:00,27
goog,2019-05-31 00:00:00-04:00,30
goog,2019-06-30 00:00:00-04:00,34
goog,2019-07-31 00:00:00-04:00,30
goog,2019-08-31 00:00:00-04:00,26
goog,2019-09-30 00:00:00-04:00,27
goog,2019-10-31 00:00:00-04:00,25
goog,2019-11-30 00:00:00-05:00,25
goog,2019-12-31 00:00:00-05:00,26
goog,2020-01-31 00:00:00-05:00,32
goog,2020-02-29 00:00:00-05:00,39
goog,2020-03-31 00:00:00-04:00,65
goog,2020-04-30 00:00:00-04:00,44
goog,2020-05-31 00:00:00-04:00,32
goog,2020-06-30 00:00:00-04:00,35
goog,2020-07-31 00:00:00-04:00,32
goog,2020-08-31 00:00:00-04:00,36
goog,2020-09-30 00:00:00-04:00,39
goog,2020-10-31 00:00:00-04:00,36
goog,2020-11-30 00:00:00-05:00,35
goog,2020-12-31 00:00:00-05:00,29
goog,2021-01-31 00:00:00-05:00,35
goog,2021-02-28 00:00:00-05:00,31
goog,2021-03-31 00:00:00-04:00,30
goog,2021-04-30 00:00:00-04:00,29
goog,2021-05-31 00:00:00-04:00,25
goog,2021-06-30 00:00:00-04:00,25
goog,2021-07-31 00:00:00-04:00,22
goog,2021-08-31 00:00:00-04:00,17
goog,2021-09-30 00:00:00-04:00,24
goog,2021-10-31 00:00:00-04:00,24
goog,2021-11-30 00:00:00-05:00,21
goog,2021-12-31 00:00:00-05:00,22
goog,2022-01-31 00:00:00-05:00,31
goog,2022-02-28 00:00:00-05:00,39
goog,2022-03-31 00:00:00-04:00,28
goog,2022-04-30 00:00:00-04:00,28
goog,2022-05-31 00:00:00-04:00,34
goog,2022-06-30 00:00:00-04:00,30
goog,2022-07-31 00:00:00-04:00,32
goog,2022-08-31 00:00:00-04:00,19
goog,2022-09-30 00:00:00-04:00,25
goog,2022-10-31 00:00:00-04:00,28
goog,2022-11-30 00:00:00-05:00,29
goog,2022-12-31 00:00:00-05:00,24
goog,2023-01-31 00:00:00-05:00,26
goog,2023-02-28 00:00:00-05:00,40
goog,2023-03-31 00:00:00-04:00,32
goog,2023-04-30 00:00:00-04:00,24
goog,2023-05-31 00:00:00-04:00,28
goog,2023-06-30 00:00:00-04:00,23
ibm,2018-06-30 00:00:00-04:00,5
ibm,2018-07-31 00:00:00-04:00,5
ibm,2018-08-31 00:00:00-04:00,4
ibm,2018-09-30 00:00:00-04:00,5
ibm,2018-10-31 00:00:00-04:00,9
ibm,2018-11-30 00:00:00-05:00,7
ibm,2018-12-31 00:00:00-05:00,6
ibm,2019-01-31 00:00:00-05:00,6
ibm,2019-02-28 00:00:00-05:00,4
ibm,2019-03-31 00:00:00-04:00,4
ibm,2019-04-30 00:00:00-04:00,4
ibm,2019-05-31 00:00:00-04:00,4
ibm,2019-06-30 00:00:00-04:00,3
ibm,2019-07-31 00:00:00-04:00,4
ibm,2019-08-31 00:00:00-04:00,5
ibm,2019-09-30 00:00:00-04:00,3
ibm,2019-10-31 00:00:00-04:00,4
ibm,2019-11-30 00:00:00-05:00,3
ibm,2019-12-31 00:00:00-05:00,4
ibm,2020-01-31 00:00:00-05:00,6
ibm,2020-02-29 00:00:00-05:00,7
ibm,2020-03-31 00:00:00-04:00,9
ibm,2020-04-30 00:00:00-04:00,7
ibm,2020-05-31 00:00:00-04:00,5
ibm,2020-06-30 00:00:00-04:00,6
ibm,2020-07-31 00:00:00-04:00,5
ibm,2020-08-31 00:00:00-04:00,4
ibm,2020-09-30 00:00:00-04:00,4
ibm,2020-10-31 00:00:00-04:00,8
ibm,2020-11-30 00:00:00-05:00,5
ibm,2020-12-31 00:00:00-05:00,5
ibm,2021-01-31 00:00:00-05:00,10
ibm,2021-02-28 00:00:00-05:00,6
ibm,2021-03-31 00:00:00-04:00,6
ibm,2021-04-30 00:00:00-04:00,6
ibm,2021-05-31 00:00:00-04:00,5
ibm,2021-06-30 00:00:00-04:00,4
ibm,2021-07-31 00:00:00-04:00,6
ibm,2021-08-31 00:00:00-04:00,3
ibm,2021-09-30 00:00:00-04:00,4
ibm,2021-10-31 00:00:00-04:00,7
ibm,2021-11-30 00:00:00-05:00,6
ibm,2021-12-31 00:00:00-05:00,5
ibm,2022-01-31 00:00:00-05:00,7
ibm,2022-02-28 00:00:00-05:00,5
ibm,2022-03-31 00:00:00-04:00,4
ibm,2022-04-30 00:00:00-04:00,5
ibm,2022-05-31 00:00:00-04:00,5
ibm,2022-06-30 00:00:00-04:00,5
ibm,2022-07-31 00:00:00-04:00,6
ibm,2022-08-31 00:00:00-04:00,3
ibm,2022-09-30 00:00:00-04:00,4
ibm,2022-10-31 00:00:00-04:00,5
ibm,2022-11-30 00:00:00-05:00,4
ibm,2022-12-31 00:00:00-05:00,4
ibm,2023-01-31 00:00:00-05:00,5
ibm,2023-02-28 00:00:00-05:00,4
ibm,2023-03-31 00:00:00-04:00,6
ibm,2023-04-30 00:00:00-04:00,4
ibm,2023-05-31 00:00:00-04:00,4
ibm,2023-06-30 00:00:00-04:00,4
infy,2018-06-30 00:00:00-04:00,12
infy,2018-07-31 00:00:00-04:00,14
infy,2018-08-31 00:00:00-04:00,8
infy,2018-09-30 00:00:00-04:00,9
infy,2018-10-31 00:00:00-04:00,13
infy,2018-11-30 00:00:00-05:00,7
infy,2018-12-31 00:00:00-05:00,10
infy,2019-01-31 00:00:00-05:00,12
infy,2019-02-28 00:00:00-05:00,7
infy,2019-03-31 00:00:00-04:00,7
infy,2019-04-30 00:00:00-04:00,12
infy,2019-05-31 00:00:00-04:00,13
infy,2019-06-30 00:00:00-04:00,8
infy,2019-07-31 00:00:00-04:00,12
infy,2019-08-31 00:00:00-04:00,9
infy,2019-09-30 00:00:00-04:00,12
infy,2019-10-31 00:00:00-04:00,24
infy,2019-11-30 00:00:00-05:00,13
infy,2019-12-31 00:00:00-05:00,8
infy,2020-01-31 00:00:00-05:00,16
infy,2020-02-29 00:00:00-05:00,12
infy,2020-03-31 00:00:00-04:00,20
infy,2020-04-30 00:00:00-04:00,11
infy,2020-05-31 00:00:00-04:00,10
infy,2020-06-30 00:00:00-04:00,10
infy,2020-07-31 00:00:00-04:00,14
infy,2020-08-31 00:00:00-04:00,8
infy,2020-09-30 00:00:00-04:00,8
infy,2020-10-31 00:00:00-04:00,13
infy,2020-11-30 00:00:00-05:00,7
infy,2020-12-31 00:00:00-05:00,8
infy,2021-01-31 00:00:00-05:00,10
infy,2021-02-28 00:00:00-05:00,8
infy,2021-03-31 00:00:00-04:00,9
infy,2021-04-30 00:00:00-04:00,7
infy,2021-05-31 00:00:00-04:00,5
infy,2021-06-30 00:00:00-04:00,7
infy,2021-07-31 00:00:00-04:00,6
infy,2021-08-31 00:00:00-04:00,5
infy,2021-09-30 00:00:00-04:00,6
infy,2021-10-31 00:00:00-04:00,10
infy,2021-11-30 00:00:00-05:00,6
infy,2021-12-31 00:00:00-05:00,5
infy,2022-01-31 00:00:00-05:00,12
infy,2022-02-28 00:00:00-05:00,11
infy,2022-03-31 00:00:00-04:00,10
infy,2022-04-30 00:00:00-04:00,13
infy,2022-05-31 00:00:00-04:00,11
infy,2022-06-30 00:00:00-04:00,9
infy,2022-07-31 00:00:00-04:00,10
infy,2022-08-31 00:00:00-04:00,6
infy,2022-09-30 00:00:00-04:00,12
infy,2022-10-31 00:00:00-04:00,10
infy,2022-11-30 00:00:00-05:00,6
infy,2022-12-31 00:00:00-05:00,8
infy,2023-01-31 00:00:00-05:00,8
infy,2023-02-28 00:00:00-05:00,8
infy,2023-03-31 00:00:00-04:00,9
infy,2023-04-30 00:00:00-04:00,14
infy,2023-05-31 00:00:00-04:00,10
infy,2023-06-30 00:00:00-04:00,9
intc,2018-06-30 00:00:00-04:00,34
intc,2018-07-31 00:00:00-04:00,23
intc,2018-08-31 00:00:00-04:00,22
intc,2018-09-30 00:00:00-04:00,24
intc,2018-10-31 00:00:00-04:00,34
intc,2018-11-30 00:00:00-05:00,26
intc,2018-12-31 00:00:00-05:00,30
intc,2019-01-31 00:00:00-05:00,30
intc,2019-02-28 00:00:00-05:00,22
intc,2019-03-31 00:00:00-04:00,21
intc,2019-04-30 00:00:00-04:00,22
intc,2019-05-31 00:00:00-04:00,29
intc,2019-06-30 00:00:00-04:00,21
intc,2019-07-31 00:00:00-04:00,20
intc,2019-08-31 00:00:00-04:00,24
intc,2019-09-30 00:00:00-04:00,19
intc,2019-10-31 00:00:00-04:00,19
intc,2019-11-30 00:00:00-05:00,16
intc,2019-12-31 00:00:00-05:00,20
intc,2020-01-31 00:00:00-05:00,25
intc,2020-02-29 00:00:00-05:00,23
intc,2020-03-31 00:00:00-04:00,44
intc,2020-04-30 00:00:00-04:00,29
intc,2020-05-31 00:00:00-04:00,20
intc,2020-06-30 00:00:00-04:00,26
intc,2020-07-31 00:00:00-04:00,37
intc,2020-08-31 00:00:00-04:00,32
intc,2020-09-30 00:00:00-04:00,32
intc,2020-10-31 00:00:00-04:00,34
intc,2020-11-30 00:00:00-05:00,34
intc,2020-12-31 00:00:00-05:00,40
intc,2021-01-31 00:00:00-05:00,51
intc,2021-02-28 00:00:00-05:00,27
intc,2021-03-31 00:00:00-04:00,34
intc,2021-04-30 00:00:00-04:00,31
intc,2021-05-31 00:00:00-04:00,25
intc,2021-06-30 00:00:00-04:00,23
intc,2021-07-31 00:00:00-04:00,25
intc,2021-08-31 00:00:00-04:00,18
intc,2021-09-30 00:00:00-04:00,20
intc,2021-10-31 00:00:00-04:00,32
intc,2021-11-30 00:00:00-05:00,29
intc,2021-12-31 00:00:00-05:00,32
intc,2022-01-31 00:00:00-05:00,45
intc,2022-02-28 00:00:00-05:00,40
